Zeit;Kanal A;Kanal B;Kanal C;Kanal D
(s);(V);(V);(V);(V)

46,34200220;4,98428300;4,14929700;6,99575800;0,02746666
46,34400220;5,00564600;4,13342700;7,00643900;-0,02533036
46,34600220;5,00045800;4,13861500;7,00125100;-0,04638813
46,34800220;5,00045800;4,13861500;7,00125100;-0,07293924
46,35000220;5,01113900;4,14410800;6,99575800;-0,08362071
46,35200220;5,00045800;4,14929700;7,01193300;-0,03051851
46,35400220;4,99496500;4,15479000;6,99575800;0,03265481
46,35600220;4,99496500;4,14410800;7,00643900;0,04852443
46,35800220;5,00045800;4,14929700;6,99575800;0,08026368
46,36000220;5,01113900;4,13861500;6,99575800;0,07507554
46,36200220;4,99496500;4,13861500;6,99575800;0,03265481
46,36400220;5,00045800;4,14410800;7,00125100;-0,02014222
46,36600220;5,00045800;4,13861500;6,99575800;-0,04119999
46,36800220;5,00564600;4,14410800;7,01193300;-0,07843257
46,37000220;5,00564600;4,14929700;6,99057000;-0,08362071
46,37200220;5,00045800;4,13342700;7,01193300;-0,03601184
46,37400220;5,00045800;4,14410800;6,99575800;0,02746666
46,37600220;5,01113900;4,14410800;7,00125100;0,04333628
46,37800220;5,00564600;4,14410800;7,00125100;0,08026368
46,38000220;5,00564600;4,13861500;7,00643900;0,08026368
46,38200220;4,99496500;4,14929700;6,99057000;0,03265481
46,38400220;4,98977600;4,14410800;7,01193300;-0,02014222
46,38600220;5,01113900;4,14410800;6,99575800;-0,05188147
46,38800220;5,00045800;4,14410800;7,00643900;-0,08362071
46,39000220;5,01113900;4,14410800;6,99575800;-0,08362071
46,39200220;5,01113900;4,13861500;7,00125100;-0,03601184
46,39400220;5,00564600;4,13861500;6,99057000;0,02197333
46,39600220;4,98977600;4,13861500;6,99057000;0,05371258
46,39800220;4,98977600;4,14410800;7,00125100;0,07507554
46,40000220;4,99496500;4,14929700;7,00643900;0,08026368
46,40200220;5,00564600;4,15479000;6,99575800;0,03784295
46,40400220;5,00564600;4,14410800;7,00643900;-0,02533036
46,40600220;5,00564600;4,15479000;7,00643900;-0,03601184
46,40800220;5,00045800;4,14410800;6,99575800;-0,07293924
46,41000220;5,00045800;4,14929700;7,00643900;-0,08362071
46,41200220;5,01113900;4,13861500;6,99575800;-0,04119999
46,41400220;5,00045800;4,13861500;6,99575800;0,02746666
46,41600220;5,01632700;4,13342700;6,99575800;0,04852443
46,41800220;4,99496500;4,13861500;7,00125100;0,07507554
46,42000220;4,99496500;4,14410800;6,99575800;0,08545183
46,42200220;5,00045800;4,13861500;7,00125100;0,03784295
46,42400221;5,00564600;4,13861500;6,99575800;-0,01464888
46,42600221;5,00045800;4,15479000;6,99575800;-0,04119999
46,42800221;5,01113900;4,14410800;7,00125100;-0,07293924
46,43000221;4,99496500;4,14410800;7,01193300;-0,09430219
46,43200221;5,00564600;4,14929700;7,00125100;-0,03601184
46,43400221;5,00045800;4,14410800;7,00125100;0,02746666
46,43600221;5,00045800;4,13342700;7,00125100;0,03784295
46,43800221;5,00564600;4,14410800;6,99057000;0,09094515
46,44000221;5,00045800;4,13861500;7,00643900;0,09094515
46,44200221;5,00045800;4,13861500;7,00125100;0,02746666
46,44400221;5,00045800;4,14929700;7,00125100;-0,02533036
46,44600221;5,01113900;4,14410800;7,00643900;-0,04119999
46,44800221;5,00564600;4,14929700;7,00125100;-0,07843257
46,45000221;5,00045800;4,14410800;7,00643900;-0,07843257
46,45200221;5,00564600;4,13861500;6,99575800;-0,03601184
46,45400221;4,99496500;4,14410800;7,00125100;0,01678518
46,45600221;4,99496500;4,14410800;6,97988800;0,04333628
46,45800221;4,99496500;4,13861500;6,99057000;0,08545183
46,46000221;5,01632700;4,14410800;7,00125100;0,08026368
46,46200221;5,00564600;4,12823900;6,98507600;0,03265481
46,46400221;4,99496500;4,13342700;6,99575800;-0,02533036
46,46600221;5,00564600;4,13861500;6,99575800;-0,04119999
46,46800221;5,01113900;4,15479000;6,99057000;-0,07843257
46,47000221;5,00045800;4,14410800;7,00125100;-0,07293924
46,47200221;5,01113900;4,14410800;6,99575800;-0,03601184
46,47400221;5,00045800;4,14410800;6,99575800;0,03265481
46,47600221;5,00045800;4,14410800;6,99575800;0,05371258
46,47800221;5,00045800;4,14410800;6,99575800;0,08545183
46,48000221;5,00045800;4,14410800;6,99575800;0,06958220
46,48200221;5,00564600;4,14929700;7,00643900;0,03265481
46,48400221;4,98977600;4,14410800;7,00643900;-0,02014222
46,48600221;5,00564600;4,15479000;6,99575800;-0,04119999
46,48800221;4,99496500;4,14929700;6,99575800;-0,07293924
46,49000221;4,98977600;4,14410800;6,99057000;-0,08880886
46,49200221;5,00564600;4,15479000;7,00125100;-0,03051851
46,49400221;5,00045800;4,14410800;7,00125100;0,02197333
46,49600221;5,00564600;4,13861500;7,00125100;0,03265481
46,49800221;5,00564600;4,14410800;7,00125100;0,07507554
46,50000221;5,01113900;4,13861500;7,00125100;0,08545183
46,50200221;4,98977600;4,14410800;7,00125100;0,03784295
46,50400221;4,98977600;4,14410800;7,00643900;-0,02014222
46,50600221;5,00564600;4,13861500;6,99575800;-0,03601184
46,50800221;5,00045800;4,13342700;7,00125100;-0,07293924
46,51000221;5,00045800;4,13861500;6,99575800;-0,07293924
46,51200221;5,01632700;4,13342700;7,00125100;-0,04119999
46,51400221;5,00045800;4,13861500;7,00643900;0,02197333
46,51600221;5,01113900;4,14929700;7,00125100;0,04333628
46,51800221;4,99496500;4,14410800;6,99575800;0,08026368
46,52000221;4,99496500;4,14929700;7,00125100;0,08026368
46,52200221;4,99496500;4,14410800;7,00125100;0,03784295
46,52400221;4,99496500;4,14929700;6,99575800;-0,01464888
46,52600221;5,00045800;4,13861500;7,00643900;-0,03601184
46,52800221;5,00045800;4,13861500;7,00125100;-0,08362071
46,53000221;5,00045800;4,13342700;6,99575800;-0,07843257
46,53200221;5,01113900;4,13861500;7,00643900;-0,03051851
46,53400221;4,99496500;4,13861500;7,00643900;0,01678518
46,53600221;4,99496500;4,14410800;7,00125100;0,04333628
46,53800221;4,99496500;4,13861500;7,00125100;0,07507554
46,54000221;5,00045800;4,14410800;6,99057000;0,08545183
46,54200221;5,00564600;4,14410800;6,99057000;0,04333628
46,54400221;5,00564600;4,14929700;7,00643900;-0,01464888
46,54600221;5,01113900;4,12823900;7,00125100;-0,04638813
46,54800221;4,99496500;4,13861500;6,99057000;-0,07293924
46,55000221;5,00045800;4,14929700;7,00643900;-0,08362071
46,55200221;5,01113900;4,14410800;7,00125100;-0,03601184
46,55400221;4,99496500;4,14410800;6,99057000;0,02197333
46,55600221;5,00564600;4,13861500;6,99575800;0,04333628
46,55800221;5,00564600;4,14410800;6,99057000;0,08026368
46,56000221;5,00564600;4,13342700;7,00125100;0,08026368
46,56200221;5,00045800;4,13861500;7,00643900;0,03784295
46,56400221;5,00045800;4,14410800;7,00125100;-0,00946074
46,56600221;5,00564600;4,13861500;6,99575800;-0,04638813
46,56800221;5,00045800;4,14929700;6,99575800;-0,08362071
46,57000221;5,00045800;4,13861500;6,99575800;-0,07843257
46,57200221;5,00564600;4,13861500;7,00643900;-0,02533036
46,57400221;5,00045800;4,13342700;6,99057000;0,02746666
46,57600221;5,00564600;4,14410800;6,99057000;0,05371258
46,57800221;5,00045800;4,14929700;7,00125100;0,08026368
46,58000221;5,01113900;4,14929700;7,00125100;0,06958220
46,58200221;5,00045800;4,14410800;6,99057000;0,02746666
46,58400221;5,00045800;4,14929700;7,00643900;-0,00946074
46,58600221;5,00564600;4,14410800;6,99057000;-0,05188147
46,58800221;5,00564600;4,14929700;6,99575800;-0,08362071
46,59000221;5,00045800;4,13861500;7,00125100;-0,07843257
46,59200221;4,99496500;4,14410800;7,00643900;-0,03051851
46,59400221;5,01113900;4,14410800;6,99057000;0,02197333
46,59600221;5,00045800;4,13861500;7,00125100;0,04852443
46,59800221;5,00564600;4,14410800;6,99575800;0,08026368
46,60000221;4,99496500;4,13342700;7,00125100;0,08026368
46,60200221;5,00045800;4,13342700;7,00125100;0,03265481
46,60400221;4,99496500;4,14929700;6,98507600;-0,00946074
46,60600221;5,00564600;4,14929700;7,00125100;-0,03601184
46,60800221;5,00564600;4,14410800;6,99575800;-0,07843257
46,61000221;4,99496500;4,13861500;6,99575800;-0,08362071
46,61200221;5,00045800;4,13861500;7,00125100;-0,03051851
46,61400221;5,00045800;4,13861500;6,99057000;0,02197333
46,61600221;5,00045800;4,14410800;6,99575800;0,04852443
46,61800221;5,00564600;4,15479000;6,99575800;0,07507554
46,62000221;5,00045800;4,13861500;6,99575800;0,07507554
46,62200221;5,00564600;4,14410800;7,01193300;0,04333628
46,62400221;5,01113900;4,14410800;6,99575800;-0,03051851
46,62600221;5,00564600;4,15479000;7,00125100;-0,04638813
46,62800221;5,00045800;4,14410800;7,00125100;-0,07843257
46,63000221;5,01113900;4,14929700;7,00643900;-0,08362071
46,63200221;5,00045800;4,13861500;7,00125100;-0,03051851
46,63400221;4,98977600;4,14410800;6,99057000;0,02746666
46,63600222;5,01113900;4,13861500;6,99057000;0,04333628
46,63800222;5,01113900;4,14410800;6,99575800;0,08026368
46,64000222;5,00045800;4,14410800;7,00125100;0,09094515
46,64200222;5,00045800;4,13861500;7,00125100;0,04333628
46,64400222;5,00045800;4,13342700;6,99057000;-0,01464888
46,64600222;5,00564600;4,13861500;6,99057000;-0,03601184
46,64800222;5,00045800;4,14410800;6,99575800;-0,07843257
46,65000222;5,00045800;4,13861500;6,99057000;-0,07843257
46,65200222;4,99496500;4,14410800;7,00125100;-0,03051851
46,65400222;5,00564600;4,14929700;6,99575800;0,03265481
46,65600222;5,00564600;4,14929700;7,01193300;0,03784295
46,65800222;5,01113900;4,13861500;7,00125100;0,08545183
46,66000222;5,00045800;4,14929700;7,00125100;0,09613331
46,66200222;4,99496500;4,14410800;6,99575800;0,03265481
46,66400222;5,00045800;4,14410800;7,00643900;-0,02014222
46,66600222;5,00564600;4,14410800;6,99575800;-0,03601184
46,66800222;5,00564600;4,15479000;7,00125100;-0,07843257
46,67000222;5,00045800;4,14410800;6,99575800;-0,08362071
46,67200222;5,00564600;4,14410800;7,00125100;-0,05188147
46,67400222;5,00564600;4,13861500;6,99057000;0,01129185
46,67600222;5,00564600;4,14410800;6,99575800;0,04852443
46,67800222;5,01113900;4,13342700;6,97988800;0,09094515
46,68000222;4,99496500;4,14929700;7,00643900;0,08545183
46,68200222;5,00564600;4,14929700;7,00643900;0,04333628
46,68400222;5,00564600;4,14410800;7,00125100;-0,02014222
46,68600222;5,01113900;4,14410800;7,00643900;-0,04119999
46,68800222;5,00045800;4,14410800;7,00125100;-0,08362071
46,69000222;5,01113900;4,13861500;7,00125100;-0,08880886
46,69200222;5,00045800;4,14410800;7,00643900;-0,03051851
46,69400222;4,99496500;4,12823900;7,00643900;0,01678518
46,69600222;5,00045800;4,13861500;7,00125100;0,03265481
46,69800222;5,00045800;4,13861500;7,00125100;0,08026368
46,70000222;5,00045800;4,14410800;7,00643900;0,07507554
46,70200222;5,00564600;4,13861500;7,00125100;0,03784295
46,70400222;5,00564600;4,13861500;7,00125100;-0,02533036
46,70600222;4,99496500;4,14410800;6,99575800;-0,05188147
46,70800222;4,99496500;4,14410800;7,00125100;-0,07293924
46,71000222;4,98977600;4,14929700;7,00125100;-0,07293924
46,71200222;5,00564600;4,13861500;7,00125100;-0,03051851
46,71400222;4,99496500;4,13861500;6,99575800;0,01678518
46,71600222;5,00045800;4,13342700;7,00643900;0,03784295
46,71800222;4,99496500;4,13342700;6,99575800;0,07507554
46,72000222;4,99496500;4,15479000;6,99575800;0,08026368
46,72200222;4,99496500;4,14410800;6,99057000;0,03784295
46,72400222;5,00045800;4,14929700;6,99575800;-0,01464888
46,72600222;4,99496500;4,14410800;7,00643900;-0,03051851
46,72800222;5,00564600;4,14410800;7,00125100;-0,07843257
46,73000222;5,01113900;4,13861500;6,99575800;-0,08362071
46,73200222;5,00045800;4,13861500;7,00125100;-0,03601184
46,73400222;5,00564600;4,13342700;6,99575800;0,01129185
46,73600222;4,99496500;4,13342700;7,00643900;0,04852443
46,73800222;5,00045800;4,14410800;6,99057000;0,08026368
46,74000222;5,01113900;4,14929700;7,00643900;0,08026368
46,74200222;4,98428300;4,14929700;7,00643900;0,04333628
46,74400222;5,00045800;4,14410800;6,99575800;-0,00946074
46,74600222;5,00045800;4,14410800;6,99575800;-0,04638813
46,74800222;5,00045800;4,14929700;6,99575800;-0,07843257
46,75000222;5,00564600;4,15479000;7,01193300;-0,07843257
46,75200222;4,99496500;4,14929700;6,99575800;-0,03601184
46,75400222;5,00045800;4,14410800;6,99057000;0,02197333
46,75600222;4,99496500;4,13342700;6,99575800;0,03784295
46,75800222;4,98977600;4,14410800;7,00125100;0,07507554
46,76000222;5,00045800;4,13342700;6,99575800;0,08026368
46,76200222;5,00564600;4,13861500;6,99575800;0,03265481
46,76400222;4,99496500;4,14410800;7,00643900;-0,02014222
46,76600222;5,00045800;4,14410800;6,99057000;-0,03601184
46,76800222;5,00045800;4,13861500;7,00125100;-0,08362071
46,77000222;4,99496500;4,13861500;7,00125100;-0,09949034
46,77200222;5,00045800;4,14929700;7,00643900;-0,04119999
46,77400222;4,98977600;4,14929700;6,99575800;0,02197333
46,77600222;5,01113900;4,13342700;6,99575800;0,04333628
46,77800222;5,01113900;4,14929700;7,00125100;0,08545183
46,78000222;5,00045800;4,13861500;6,99057000;0,08026368
46,78200222;5,00564600;4,14929700;6,99575800;0,04333628
46,78400222;5,00564600;4,14410800;7,01193300;-0,02014222
46,78600222;4,99496500;4,13861500;7,00125100;-0,03601184
46,78800222;5,00564600;4,14410800;7,00125100;-0,07293924
46,79000222;5,01113900;4,14929700;7,01712100;-0,08880886
46,79200222;5,00564600;4,15479000;6,99057000;-0,04638813
46,79400222;4,99496500;4,13861500;7,00125100;0,00610370
46,79600222;5,00045800;4,14410800;7,00643900;0,03784295
46,79800222;5,00045800;4,14929700;7,01193300;0,08545183
46,80000222;4,98977600;4,14410800;6,99057000;0,08545183
46,80200222;5,00045800;4,13861500;7,00643900;0,02746666
46,80400222;5,00045800;4,14410800;6,99575800;-0,02014222
46,80600222;5,00045800;4,15479000;7,00125100;-0,03051851
46,80800222;4,99496500;4,13342700;6,99057000;-0,07293924
46,81000222;5,01113900;4,13861500;7,00125100;-0,07843257
46,81200222;5,00045800;4,13861500;7,01193300;-0,04119999
46,81400222;5,01113900;4,13861500;6,99575800;0,02197333
46,81600222;5,00045800;4,12823900;6,99575800;0,04333628
46,81800222;4,99496500;4,14410800;6,99057000;0,08545183
46,82000222;4,99496500;4,14410800;6,99057000;0,08545183
46,82200222;4,99496500;4,14410800;7,00125100;0,03265481
46,82400222;5,00564600;4,15479000;6,99057000;-0,00946074
46,82600222;5,00045800;4,14929700;7,00125100;-0,05188147
46,82800222;4,99496500;4,14410800;7,00125100;-0,07843257
46,83000222;5,01113900;4,14410800;7,00125100;-0,08362071
46,83200222;5,00564600;4,14929700;6,99575800;-0,02533036
46,83400222;4,99496500;4,14410800;7,01193300;0,02197333
46,83600222;4,99496500;4,13861500;7,00125100;0,04852443
46,83800222;5,00045800;4,12823900;6,99575800;0,08545183
46,84000222;5,00045800;4,14410800;7,01193300;0,08545183
46,84200222;4,99496500;4,14929700;6,99057000;0,03784295
46,84400222;4,99496500;4,14410800;7,00125100;-0,01464888
46,84600223;5,01113900;4,15479000;7,00125100;-0,03601184
46,84800223;5,00045800;4,13861500;6,99575800;-0,08880886
46,85000223;4,99496500;4,13861500;7,00125100;-0,07843257
46,85200223;4,99496500;4,14929700;7,00643900;-0,03051851
46,85400223;4,99496500;4,14929700;6,99575800;0,01678518
46,85600223;5,00045800;4,13861500;7,00643900;0,04333628
46,85800223;4,98977600;4,13861500;6,99575800;0,08545183
46,86000223;5,00045800;4,15479000;7,00125100;0,08026368
46,86200223;4,99496500;4,13861500;7,00125100;0,03784295
46,86400223;5,00564600;4,14410800;7,00125100;-0,02014222
46,86600223;5,00045800;4,14929700;6,99575800;-0,03601184
46,86800223;5,00045800;4,15479000;6,99057000;-0,08880886
46,87000223;5,00045800;4,13861500;7,00643900;-0,08362071
46,87200223;5,00045800;4,14410800;6,99575800;-0,03601184
46,87400223;4,99496500;4,14929700;6,99057000;0,03265481
46,87600223;5,01113900;4,13342700;6,99057000;0,03784295
46,87800223;5,00564600;4,14929700;7,01193300;0,08545183
46,88000223;5,00045800;4,13861500;6,99575800;0,08026368
46,88200223;5,01113900;4,14929700;6,99575800;0,03265481
46,88400223;5,00045800;4,14929700;6,99575800;-0,00946074
46,88600223;5,00045800;4,15997800;7,00125100;-0,03601184
46,88800223;5,00564600;4,13861500;7,00125100;-0,08362071
46,89000223;5,00045800;4,14410800;7,00125100;-0,06775109
46,89200223;5,00045800;4,14410800;6,99575800;-0,03051851
46,89400223;5,01113900;4,13861500;7,00125100;0,02197333
46,89600223;5,00045800;4,13861500;7,00125100;0,03784295
46,89800223;5,00045800;4,14410800;7,00643900;0,08026368
46,90000223;4,99496500;4,14410800;7,00643900;0,07507554
46,90200223;5,00564600;4,13342700;7,00125100;0,02746666
46,90400223;5,00045800;4,14410800;6,99575800;-0,01464888
46,90600223;5,01113900;4,14410800;7,00125100;-0,04119999
46,90800223;5,00564600;4,14410800;7,00125100;-0,08362071
46,91000223;5,00045800;4,14929700;7,00125100;-0,07293924
46,91200223;4,99496500;4,14929700;6,98507600;-0,03601184
46,91400223;4,98977600;4,13861500;6,99057000;0,01129185
46,91600223;5,00564600;4,13861500;6,99575800;0,04852443
46,91800223;5,00564600;4,14410800;6,99575800;0,09094515
46,92000223;5,00045800;4,14410800;6,99057000;0,08026368
46,92200223;5,00045800;4,14410800;7,00125100;0,03784295
46,92400223;5,00564600;4,13861500;7,00643900;-0,02533036
46,92600223;5,01113900;4,14929700;6,99057000;-0,03601184
46,92800223;5,00045800;4,14929700;7,00643900;-0,07293924
46,93000223;5,00045800;4,14410800;7,00643900;-0,07293924
46,93200223;4,99496500;4,13861500;7,00125100;-0,02533036
46,93400223;5,00045800;4,14929700;6,98507600;0,02197333
46,93600223;5,01113900;4,13342700;7,00125100;0,03784295
46,93800223;5,00564600;4,14929700;6,99575800;0,09094515
46,94000223;5,00564600;4,13861500;6,99057000;0,07507554
46,94200223;4,99496500;4,14410800;7,00125100;0,04333628
46,94400223;5,00564600;4,14929700;7,00125100;-0,01464888
46,94600223;5,00564600;4,14410800;6,99575800;-0,04638813
46,94800223;5,00564600;4,13861500;7,00125100;-0,08362071
46,95000223;5,01113900;4,14929700;6,99575800;-0,08880886
46,95200223;5,00045800;4,14410800;7,00125100;-0,03601184
46,95400223;4,98977600;4,14410800;6,99575800;0,02746666
46,95600223;4,99496500;4,14410800;6,99575800;0,04333628
46,95800223;5,00045800;4,13861500;7,00125100;0,08026368
46,96000223;5,00045800;4,14410800;7,00125100;0,07507554
46,96200223;5,00564600;4,14410800;6,99575800;0,02746666
46,96400223;5,01632700;4,13861500;7,00643900;-0,00946074
46,96600223;5,00045800;4,14410800;7,00643900;-0,04119999
46,96800223;5,01113900;4,14410800;7,00125100;-0,07843257
46,97000223;5,00045800;4,14410800;7,00125100;-0,07843257
46,97200223;5,00045800;4,13861500;7,00125100;-0,03051851
46,97400223;5,00564600;4,14929700;6,99575800;0,00610370
46,97600223;5,00564600;4,14410800;6,99575800;0,04333628
46,97800223;5,00045800;4,14929700;6,99057000;0,08026368
46,98000223;4,99496500;4,13861500;7,00125100;0,08545183
46,98200223;5,00564600;4,14410800;6,99575800;0,03784295
46,98400223;5,01113900;4,14410800;7,00643900;-0,01464888
46,98600223;5,00045800;4,13861500;7,00125100;-0,04119999
46,98800223;5,01113900;4,13861500;7,00643900;-0,07293924
46,99000223;5,00564600;4,14929700;7,00125100;-0,07293924
46,99200223;5,00564600;4,14410800;7,00125100;-0,03601184
46,99400223;4,99496500;4,13861500;6,99575800;0,01129185
46,99600223;5,00045800;4,14410800;7,00125100;0,04333628
46,99800223;4,99496500;4,14929700;6,99575800;0,08545183
47,00000223;5,00564600;4,14410800;7,00125100;0,08026368
47,00200223;5,00045800;4,13861500;6,99575800;0,03265481
47,00400223;5,00045800;4,15479000;7,00125100;-0,01464888
47,00600223;4,99496500;4,14410800;7,01193300;-0,04638813
47,00800223;4,98977600;4,13861500;6,99057000;-0,07843257
47,01000223;5,00045800;4,15479000;7,00125100;-0,08362071
47,01200223;5,00045800;4,14410800;7,00643900;-0,04119999
47,01400223;4,99496500;4,13861500;6,99575800;0,01678518
47,01600223;5,00564600;4,14929700;7,00125100;0,04852443
47,01800223;5,00045800;4,14410800;7,00125100;0,08026368
47,02000223;4,99496500;4,13861500;6,99057000;0,08545183
47,02200223;5,00045800;4,15997800;6,99575800;0,03784295
47,02400223;5,00564600;4,14410800;7,00125100;-0,02014222
47,02600223;5,00045800;4,14410800;7,00125100;-0,03601184
47,02800223;5,00564600;4,14929700;7,00643900;-0,08362071
47,03000223;5,01113900;4,13342700;7,00125100;-0,08362071
47,03200223;4,98977600;4,13861500;7,00125100;-0,03601184
47,03400223;5,00564600;4,14929700;6,99575800;0,02197333
47,03600223;5,00045800;4,14410800;7,00125100;0,04333628
47,03800223;5,00045800;4,14410800;6,99575800;0,08026368
47,04000223;4,99496500;4,13342700;6,99575800;0,08545183
47,04200223;5,00045800;4,14410800;7,00125100;0,03265481
47,04400223;5,00564600;4,13861500;7,00125100;-0,02014222
47,04600223;4,99496500;4,14929700;7,00125100;-0,04119999
47,04800223;5,00045800;4,14929700;6,98507600;-0,07293924
47,05000223;5,00045800;4,14410800;7,00125100;-0,07293924
47,05200223;4,98977600;4,13861500;6,99575800;-0,03601184
47,05400223;5,00045800;4,14410800;7,00125100;0,01129185
47,05600224;5,00045800;4,14410800;7,01193300;0,03784295
47,05800224;5,00045800;4,14410800;7,00125100;0,08026368
47,06000224;5,00045800;4,14410800;7,00125100;0,07507554
47,06200224;5,00564600;4,14410800;7,00125100;0,03265481
47,06400224;5,00564600;4,14410800;7,00643900;-0,01464888
47,06600224;5,00564600;4,13861500;7,00125100;-0,03051851
47,06800224;5,00564600;4,13342700;6,99575800;-0,08362071
47,07000224;5,00564600;4,15479000;6,99575800;-0,06775109
47,07200224;5,00564600;4,13861500;7,00643900;-0,04119999
47,07400224;4,99496500;4,14410800;6,99575800;0,01129185
47,07600224;5,00045800;4,13861500;6,99575800;0,04333628
47,07800224;5,00045800;4,13861500;7,01193300;0,08026368
47,08000224;4,98428300;4,14410800;6,99057000;0,08026368
47,08200224;5,00045800;4,13861500;6,99575800;0,03784295
47,08400224;5,00564600;4,13861500;7,01193300;-0,02014222
47,08600224;5,01632700;4,13861500;6,99057000;-0,03601184
47,08800224;5,00045800;4,15479000;6,99575800;-0,07843257
47,09000224;5,00564600;4,14929700;6,99575800;-0,07293924
47,09200224;5,00564600;4,14410800;7,00643900;-0,03051851
47,09400224;5,00564600;4,14929700;6,99057000;0,01678518
47,09600224;5,00045800;4,13342700;6,99057000;0,04852443
47,09800224;5,00564600;4,14410800;7,00643900;0,08026368
47,10000224;4,98977600;4,13861500;6,99575800;0,08545183
47,10200224;5,00045800;4,14410800;6,99057000;0,03265481
47,10400224;4,99496500;4,14929700;7,00643900;-0,02014222
47,10600224;5,00045800;4,14410800;6,99575800;-0,04638813
47,10800224;5,01113900;4,14929700;6,99575800;-0,07843257
47,11000224;5,00045800;4,13861500;7,00125100;-0,07293924
47,11200224;4,99496500;4,13342700;6,99575800;-0,04119999
47,11400224;5,00045800;4,13861500;7,00125100;0,02197333
47,11600224;5,00045800;4,14410800;7,00643900;0,04852443
47,11800224;5,00045800;4,13861500;6,99057000;0,08545183
47,12000224;5,00045800;4,13342700;7,00125100;0,07507554
47,12200224;5,01113900;4,14929700;6,99575800;0,04333628
47,12400224;5,00564600;4,14929700;6,99575800;-0,02014222
47,12600224;4,99496500;4,14929700;7,00125100;-0,04119999
47,12800224;5,01113900;4,13342700;6,99575800;-0,08362071
47,13000224;5,01632700;4,14410800;7,00125100;-0,07843257
47,13200224;4,99496500;4,14410800;6,99057000;-0,03601184
47,13400224;5,00045800;4,13342700;6,99057000;0,02197333
47,13600224;5,00045800;4,14410800;7,00125100;0,03784295
47,13800224;4,99496500;4,13861500;6,99575800;0,08026368
47,14000224;5,00564600;4,14410800;7,00125100;0,08545183
47,14200224;5,00564600;4,14410800;7,00125100;0,02746666
47,14400224;5,00564600;4,15479000;6,99575800;-0,02014222
47,14600224;5,01113900;4,14410800;6,99057000;-0,03601184
47,14800224;5,00045800;4,13861500;6,99575800;-0,08362071
47,15000224;5,00564600;4,14410800;7,00125100;-0,07843257
47,15200224;4,99496500;4,15479000;6,99575800;-0,03601184
47,15400224;4,99496500;4,14929700;7,00125100;0,01129185
47,15600224;4,99496500;4,13861500;6,99575800;0,05371258
47,15800224;4,99496500;4,14410800;7,00125100;0,07507554
47,16000224;5,00564600;4,13342700;7,00643900;0,08545183
47,16200224;5,00045800;4,13861500;6,99575800;0,04333628
47,16400224;5,00045800;4,14410800;6,99057000;-0,02533036
47,16600224;5,00564600;4,14929700;7,00125100;-0,03051851
47,16800224;4,99496500;4,14410800;7,00125100;-0,08880886
47,17000224;5,01113900;4,15479000;7,00125100;-0,08362071
47,17200224;4,99496500;4,15479000;6,99575800;-0,03051851
47,17400224;5,00564600;4,13861500;6,99575800;0,02197333
47,17600224;5,00045800;4,13861500;7,00643900;0,04333628
47,17800224;5,00045800;4,13861500;7,00125100;0,08026368
47,18000224;5,01113900;4,14410800;7,00643900;0,07507554
47,18200224;5,00564600;4,13861500;7,00125100;0,03265481
47,18400224;5,01113900;4,14410800;6,99575800;-0,00946074
47,18600224;5,00564600;4,14410800;7,00125100;-0,03601184
47,18800224;5,00564600;4,13861500;6,99575800;-0,07843257
47,19000224;4,99496500;4,14410800;6,99057000;-0,08880886
47,19200224;5,00045800;4,13861500;6,99575800;-0,03601184
47,19400224;4,98977600;4,12823900;7,00643900;0,01678518
47,19600224;4,99496500;4,13342700;6,99057000;0,04333628
47,19800224;5,00045800;4,14410800;6,98507600;0,08026368
47,20000224;5,00045800;4,14410800;6,99575800;0,08026368
47,20200224;4,99496500;4,13861500;7,00125100;0,04852443
47,20400224;5,00564600;4,14410800;6,99057000;-0,00427259
47,20600224;5,00045800;4,14929700;6,99575800;-0,04638813
47,20800224;5,00564600;4,12823900;6,99057000;-0,08362071
47,21000224;4,99496500;4,13342700;7,00643900;-0,07293924
47,21200224;5,00045800;4,13342700;7,00643900;-0,03601184
47,21400224;5,00564600;4,14410800;6,99575800;0,01129185
47,21600224;4,99496500;4,13342700;6,99575800;0,05371258
47,21800224;5,00045800;4,14410800;7,00125100;0,07507554
47,22000224;5,00045800;4,13861500;6,99575800;0,08026368
47,22200224;5,00045800;4,13861500;7,01193300;0,04333628
47,22400224;5,00045800;4,14410800;6,98507600;-0,00427259
47,22600224;5,00045800;4,12823900;7,00125100;-0,03601184
47,22800224;4,99496500;4,13861500;7,00125100;-0,08362071
47,23000224;5,00045800;4,14410800;7,00125100;-0,07843257
47,23200224;5,00045800;4,13342700;7,00643900;-0,04119999
47,23400224;4,99496500;4,14410800;7,00643900;0,01678518
47,23600224;5,01113900;4,14410800;6,99575800;0,04852443
47,23800224;4,99496500;4,13861500;6,99057000;0,08026368
47,24000224;5,01113900;4,14410800;6,99575800;0,07507554
47,24200224;5,00045800;4,14410800;7,00125100;0,04333628
47,24400224;4,99496500;4,13861500;6,99575800;-0,02533036
47,24600224;5,00045800;4,13861500;6,99575800;-0,03051851
47,24800224;5,00045800;4,14929700;7,00125100;-0,07843257
47,25000224;5,00564600;4,13342700;7,01193300;-0,07843257
47,25200224;5,00045800;4,14410800;7,00125100;-0,03601184
47,25400224;4,99496500;4,14410800;6,99575800;0,01678518
